country,years,value
Niger,1995,0
Nigeria,1995,0
North Korea,1995,0
North Macedonia,1995,0
Norway,1995,0
Oman,1995,0
Pakistan,1995,0
Panama,1995,0
Papua New Guinea,1995,0
Paraguay,1995,0
Peru,1995,0
Philippines,1995,3280000
Poland,1995,0
Portugal,1995,0
Romania,1995,0
Russia,1995,2710
Samoa,1995,0
Saudi Arabia,1995,0
Senegal,1995,0
Seychelles,1995,0
Sierra Leone,1995,0
Slovak Republic,1995,0
Slovenia,1995,0
Solomon Islands,1995,0
Somalia,1995,0
South Africa,1995,0
South Korea,1995,5230
Spain,1995,0
Sri Lanka,1995,0
St. Kitts and Nevis,1995,1800
St. Lucia,1995,0
St. Vincent and the Grenadines,1995,0
Sudan,1995,0
Sweden,1995,0
Switzerland,1995,0
Syria,1995,0
Tajikistan,1995,0
Tanzania,1995,0
Thailand,1995,27
Timor-Leste,1995,0
Tonga,1995,0
Trinidad and Tobago,1995,0
Turkey,1995,0
Tuvalu,1995,0
Uganda,1995,0
Ukraine,1995,0
United Kingdom,1995,9
United States,1995,86300
Uruguay,1995,0
Vanuatu,1995,0
Venezuela,1995,0
Vietnam,1995,23100
Yemen,1995,0
Zimbabwe,1995,0
Afghanistan,1996,0
Albania,1996,0
Algeria,1996,0
Antigua and Barbuda,1996,0
Argentina,1996,0
Australia,1996,623000
Austria,1996,0
Bahamas,1996,0
Bangladesh,1996,119000
Barbados,1996,0
Belarus,1996,0
Belgium,1996,0
Belize,1996,0
Bhutan,1996,0
Bolivia,1996,0
Bosnia and Herzegovina,1996,0
Brazil,1996,0
Bulgaria,1996,0
Burundi,1996,0
Cambodia,1996,0
Canada,1996,0
Cape Verde,1996,0
Central African Republic,1996,0
Chad,1996,0
Chile,1996,0
China,1996,15300000
Colombia,1996,0
Comoros,1996,0
"Congo, Dem. Rep.",1996,0
Costa Rica,1996,716000
Croatia,1996,0
Cuba,1996,337000
Cyprus,1996,0
Czech Republic,1996,0
Denmark,1996,0
Djibouti,1996,0
Dominica,1996,0
Dominican Republic,1996,25000
Egypt,1996,0
El Salvador,1996,12
Eritrea,1996,0
Estonia,1996,0
Eswatini,1996,0
Fiji,1996,0
Finland,1996,0
France,1996,1
Gambia,1996,0
Georgia,1996,0
Germany,1996,0
Greece,1996,0
Grenada,1996,0
Guatemala,1996,0
Guinea,1996,0
Guinea-Bissau,1996,0
Haiti,1996,181
Honduras,1996,1
Hungary,1996,0
India,1996,9180000
Indonesia,1996,0
Iran,1996,94
Ireland,1996,2
Israel,1996,0
Italy,1996,0
Jamaica,1996,800
Japan,1996,5740
Jordan,1996,0
Kazakhstan,1996,0
Kenya,1996,0
Kiribati,1996,0
Kyrgyz Republic,1996,0
Lao,1996,0
Latvia,1996,0
Lebanon,1996,0
Lesotho,1996,250
Liberia,1996,0
Lithuania,1996,0
Luxembourg,1996,0
Madagascar,1996,100000
Malawi,1996,0
Malaysia,1996,4450
Maldives,1996,0
Marshall Islands,1996,0
Mauritania,1996,0
Mauritius,1996,3
Mexico,1996,19900
"Micronesia, Fed. Sts.",1996,0
Moldova,1996,0
Mongolia,1996,0
Morocco,1996,14
Mozambique,1996,200000
Myanmar,1996,0
Nepal,1996,39
Netherlands,1996,0
New Zealand,1996,2000
Nicaragua,1996,10800
Niger,1996,0
Nigeria,1996,0
North Korea,1996,0
North Macedonia,1996,0
Norway,1996,0
Oman,1996,0
Pakistan,1996,0
Panama,1996,0
Papua New Guinea,1996,0
Paraguay,1996,0
Peru,1996,0
Philippines,1996,37700
Poland,1996,0
Portugal,1996,0
Romania,1996,0
Russia,1996,0
Samoa,1996,0
Saudi Arabia,1996,0
Senegal,1996,0
Seychelles,1996,0
Sierra Leone,1996,0
Slovak Republic,1996,0
Slovenia,1996,0
Solomon Islands,1996,0
Somalia,1996,0
South Africa,1996,0
South Korea,1996,0
Spain,1996,0
Sri Lanka,1996,0
St. Kitts and Nevis,1996,0
St. Lucia,1996,0
St. Vincent and the Grenadines,1996,0
Sudan,1996,0
Sweden,1996,0
Switzerland,1996,0
Syria,1996,0
Tajikistan,1996,0
Tanzania,1996,0
Thailand,1996,343000
Timor-Leste,1996,0
Tonga,1996,0
Trinidad and Tobago,1996,0
Turkey,1996,0
Tuvalu,1996,0
Uganda,1996,0
Ukraine,1996,0
United Kingdom,1996,12000
United States,1996,4420
Uruguay,1996,0
Vanuatu,1996,0
Venezuela,1996,0
Vietnam,1996,668000
Yemen,1996,0
Zimbabwe,1996,0
Afghanistan,1997,0
Albania,1997,0
Algeria,1997,0
Antigua and Barbuda,1997,0
Argentina,1997,0
Australia,1997,0
Austria,1997,0
Bahamas,1997,0
Bangladesh,1997,3800000
Barbados,1997,0
Belarus,1997,21400
Belgium,1997,0
Belize,1997,0
Bhutan,1997,0
Bolivia,1997,0
Bosnia and Herzegovina,1997,0
Brazil,1997,679
Bulgaria,1997,0
Burundi,1997,0
Cambodia,1997,25
Canada,1997,1
Cape Verde,1997,0
Central African Republic,1997,0
Chad,1997,0
Chile,1997,2250
China,1997,7270000
Colombia,1997,0
Comoros,1997,0
"Congo, Dem. Rep.",1997,0
Costa Rica,1997,0
Croatia,1997,0
Cuba,1997,0
Cyprus,1997,0
Czech Republic,1997,0
Denmark,1997,0
Djibouti,1997,0
Dominica,1997,0
Dominican Republic,1997,0
Egypt,1997,78
El Salvador,1997,2000
Eritrea,1997,0
Estonia,1997,0
Eswatini,1997,0
Fiji,1997,3530
Finland,1997,0
France,1997,0
Gambia,1997,0
Georgia,1997,0
Germany,1997,0
Greece,1997,0
Grenada,1997,0
Guatemala,1997,0
Guinea,1997,0
Guinea-Bissau,1997,0
Haiti,1997,0
Honduras,1997,0
Hungary,1997,0
India,1997,25
Indonesia,1997,0
Iran,1997,0
Ireland,1997,0
Israel,1997,0
Italy,1997,22
Jamaica,1997,0
Japan,1997,67000
Jordan,1997,0
Kazakhstan,1997,0
Kenya,1997,0
Kiribati,1997,0
Kyrgyz Republic,1997,0
Lao,1997,0
Latvia,1997,0
Lebanon,1997,0
Lesotho,1997,0
Liberia,1997,0
Lithuania,1997,0
Luxembourg,1997,0
Madagascar,1997,600000
Malawi,1997,0
Malaysia,1997,2120
Maldives,1997,0
Marshall Islands,1997,0
Mauritania,1997,0
Mauritius,1997,0
Mexico,1997,805000
"Micronesia, Fed. Sts.",1997,0
Moldova,1997,0
Mongolia,1997,0
Morocco,1997,0
Mozambique,1997,0
Myanmar,1997,0
Nepal,1997,0
Netherlands,1997,102
New Zealand,1997,143
Nicaragua,1997,0
Niger,1997,0
Nigeria,1997,0
North Korea,1997,0
North Macedonia,1997,0
Norway,1997,0
Oman,1997,0
Pakistan,1997,41
Panama,1997,0
Papua New Guinea,1997,7530
Paraguay,1997,110
Peru,1997,581000
Philippines,1997,367000
Poland,1997,0
Portugal,1997,229
Romania,1997,72
Russia,1997,0
Samoa,1997,0
Saudi Arabia,1997,0
Senegal,1997,0
Seychelles,1997,0
Sierra Leone,1997,0
Slovak Republic,1997,0
Slovenia,1997,0
Solomon Islands,1997,0
Somalia,1997,0
South Africa,1997,0
South Korea,1997,0
Spain,1997,371
Sri Lanka,1997,0
St. Kitts and Nevis,1997,0
St. Lucia,1997,0
St. Vincent and the Grenadines,1997,0
Sudan,1997,0
Sweden,1997,0
Switzerland,1997,0
Syria,1997,0
Tajikistan,1997,0
Tanzania,1997,0
Thailand,1997,50600
Timor-Leste,1997,0
Tonga,1997,3000
Trinidad and Tobago,1997,0
Turkey,1997,0
Tuvalu,1997,0
Uganda,1997,0
Ukraine,1997,11
United Kingdom,1997,0
United States,1997,5070
Uruguay,1997,501
Vanuatu,1997,0
Venezuela,1997,0
Vietnam,1997,1090000
Yemen,1997,0
Zimbabwe,1997,0
Afghanistan,1998,0
Albania,1998,0
Algeria,1998,0
Antigua and Barbuda,1998,2030
Argentina,1998,4000
Australia,1998,0
Austria,1998,0
Bahamas,1998,0
Bangladesh,1998,231000
Barbados,1998,0
Belarus,1998,0
Belgium,1998,0
Belize,1998,60000
Bhutan,1998,0
Bolivia,1998,0
Bosnia and Herzegovina,1998,0
Brazil,1998,0
Bulgaria,1998,0
Burundi,1998,0
Cambodia,1998,0
Canada,1998,2030
Cape Verde,1998,0
Central African Republic,1998,0
Chad,1998,0
Chile,1998,0
China,1998,11000000
Colombia,1998,0
Comoros,1998,0
"Congo, Dem. Rep.",1998,0
Costa Rica,1998,16700
Croatia,1998,0
Cuba,1998,147000
Cyprus,1998,0
Czech Republic,1998,0
Denmark,1998,0
Djibouti,1998,0
Dominica,1998,0
Dominican Republic,1998,976000
Egypt,1998,0
El Salvador,1998,84500
Eritrea,1998,0
Estonia,1998,0
Eswatini,1998,0
Fiji,1998,0
Finland,1998,0
France,1998,696
Gambia,1998,0
Georgia,1998,0
Germany,1998,18
Greece,1998,0
Grenada,1998,0
Guatemala,1998,106000
Guinea,1998,0
Guinea-Bissau,1998,0
Haiti,1998,12200
Honduras,1998,2130000
Hungary,1998,0
India,1998,4670000
Indonesia,1998,0
Iran,1998,0
Ireland,1998,2
Israel,1998,0
Italy,1998,0
Jamaica,1998,0
Japan,1998,49900
Jordan,1998,0
Kazakhstan,1998,0
Kenya,1998,0
Kiribati,1998,0
Kyrgyz Republic,1998,0
Lao,1998,0
Latvia,1998,0
Lebanon,1998,0
Lesotho,1998,0
Liberia,1998,0
Lithuania,1998,0
Luxembourg,1998,0
Madagascar,1998,0
Malawi,1998,0
Malaysia,1998,0
Maldives,1998,0
Marshall Islands,1998,0
Mauritania,1998,0
Mauritius,1998,0
Mexico,1998,5720
"Micronesia, Fed. Sts.",1998,0
Moldova,1998,0
Mongolia,1998,0
Morocco,1998,0
Mozambique,1998,0
Myanmar,1998,0
Nepal,1998,0
Netherlands,1998,0
New Zealand,1998,0
Nicaragua,1998,872000
Niger,1998,0
Nigeria,1998,0
North Korea,1998,0
North Macedonia,1998,0
Norway,1998,0
Oman,1998,0
Pakistan,1998,12
Panama,1998,7500
Papua New Guinea,1998,0
Paraguay,1998,0
Peru,1998,0
Philippines,1998,7320000
Poland,1998,0
Portugal,1998,0
Romania,1998,0
Russia,1998,168
Samoa,1998,0
Saudi Arabia,1998,0
Senegal,1998,0
Seychelles,1998,0
Sierra Leone,1998,0
Slovak Republic,1998,0
Slovenia,1998,0
Solomon Islands,1998,0
Somalia,1998,0
South Africa,1998,178
South Korea,1998,4480
Spain,1998,0
Sri Lanka,1998,0
St. Kitts and Nevis,1998,10000
St. Lucia,1998,0
St. Vincent and the Grenadines,1998,0
Sudan,1998,0
Sweden,1998,0
Switzerland,1998,0
Syria,1998,0
Tajikistan,1998,0
Tanzania,1998,0
Thailand,1998,0
Timor-Leste,1998,0
Tonga,1998,3570
Trinidad and Tobago,1998,0
Turkey,1998,0
Tuvalu,1998,0
Uganda,1998,0
Ukraine,1998,0
United Kingdom,1998,253000
United States,1998,154000
Uruguay,1998,0
Vanuatu,1998,2400
Venezuela,1998,0
Vietnam,1998,2530000
Yemen,1998,0
Zimbabwe,1998,0
Afghanistan,1999,0
Albania,1999,0
Algeria,1999,0
Antigua and Barbuda,1999,5960
Argentina,1999,0
Australia,1999,10700
Austria,1999,0
Bahamas,1999,1
Bangladesh,1999,102000
Barbados,1999,0
Belarus,1999,0
Belgium,1999,907
Belize,1999,0
Bhutan,1999,0
Bolivia,1999,0
Bosnia and Herzegovina,1999,1090
Brazil,1999,0
Bulgaria,1999,850
Burundi,1999,30800
Cambodia,1999,0
Canada,1999,4210
Cape Verde,1999,0
Central African Republic,1999,0
Chad,1999,0
Chile,1999,0
China,1999,2180000
Colombia,1999,2
Comoros,1999,0
"Congo, Dem. Rep.",1999,0
Costa Rica,1999,0
Croatia,1999,0
Cuba,1999,255000
Cyprus,1999,0
Czech Republic,1999,0
Denmark,1999,7
Djibouti,1999,0
Dominica,1999,715
Dominican Republic,1999,0
Egypt,1999,0
El Salvador,1999,0
Eritrea,1999,0
Estonia,1999,0
Eswatini,1999,0
Fiji,1999,1780
Finland,1999,0
France,1999,3500000
Gambia,1999,0
Georgia,1999,0
Germany,1999,18
Greece,1999,0
Grenada,1999,210
Guatemala,1999,0
Guinea,1999,0
Guinea-Bissau,1999,0
Haiti,1999,0
Honduras,1999,0
Hungary,1999,40
India,1999,13900000
Indonesia,1999,0
Iran,1999,0
Ireland,1999,8
Israel,1999,0
Italy,1999,0
Jamaica,1999,0
Japan,1999,27400
Jordan,1999,0
Kazakhstan,1999,0
Kenya,1999,0
Kiribati,1999,0
Kyrgyz Republic,1999,0
Lao,1999,0
Latvia,1999,6
Lebanon,1999,0
Lesotho,1999,0
Liberia,1999,0
Lithuania,1999,2
Luxembourg,1999,0
Madagascar,1999,0
Malawi,1999,0
Malaysia,1999,0
Maldives,1999,0
Marshall Islands,1999,0
Mauritania,1999,178
Mauritius,1999,1000
Mexico,1999,4010
"Micronesia, Fed. Sts.",1999,0
Moldova,1999,0
Mongolia,1999,0
Morocco,1999,0
Mozambique,1999,0
Myanmar,1999,0
Nepal,1999,0
Netherlands,1999,0
New Zealand,1999,0
Nicaragua,1999,0
Niger,1999,0
Nigeria,1999,100
North Korea,1999,0
North Macedonia,1999,0
Norway,1999,0
Oman,1999,0
Pakistan,1999,537000
Panama,1999,0
Papua New Guinea,1999,0
Paraguay,1999,0
Peru,1999,0
Philippines,1999,1390000
Poland,1999,3
Portugal,1999,0
Romania,1999,0
Russia,1999,12
Samoa,1999,0
Saudi Arabia,1999,0
Senegal,1999,96000
Seychelles,1999,0
Sierra Leone,1999,16
Slovak Republic,1999,0
Slovenia,1999,0
Solomon Islands,1999,0
Somalia,1999,0
South Africa,1999,18800
South Korea,1999,518
Spain,1999,6
Sri Lanka,1999,0
St. Kitts and Nevis,1999,1180
St. Lucia,1999,200
St. Vincent and the Grenadines,1999,100
Sudan,1999,0
Sweden,1999,3
Switzerland,1999,12
Syria,1999,0
Tajikistan,1999,1500
Tanzania,1999,0
Thailand,1999,0
Timor-Leste,1999,0
Tonga,1999,0
Trinidad and Tobago,1999,0
Turkey,1999,0
Tuvalu,1999,0
Uganda,1999,0
Ukraine,1999,0
United Kingdom,1999,211
United States,1999,3060000
Uruguay,1999,1000
Vanuatu,1999,32
Venezuela,1999,0
Vietnam,1999,10
Yemen,1999,0
Zimbabwe,1999,0
Afghanistan,2000,0
Albania,2000,0
Algeria,2000,14
Antigua and Barbuda,2000,0
Argentina,2000,431
Australia,2000,1350
Austria,2000,0
Bahamas,2000,0
Bangladesh,2000,147000
Barbados,2000,0
Belarus,2000,0
Belgium,2000,0
Belize,2000,62600
Bhutan,2000,0
Bolivia,2000,0
Bosnia and Herzegovina,2000,0
Brazil,2000,0
Bulgaria,2000,0
Burundi,2000,0
Cambodia,2000,0
Canada,2000,851
Cape Verde,2000,0
Central African Republic,2000,0
Chad,2000,0
Chile,2000,0
China,2000,2530000
Colombia,2000,0
Comoros,2000,0
"Congo, Dem. Rep.",2000,0
Costa Rica,2000,0
Croatia,2000,0
Cuba,2000,0
Cyprus,2000,0
Czech Republic,2000,0
Denmark,2000,0
Djibouti,2000,0
Dominica,2000,0
Dominican Republic,2000,0
Egypt,2000,0
El Salvador,2000,101
Eritrea,2000,0
Estonia,2000,0
Eswatini,2000,0
Fiji,2000,0
Finland,2000,0
France,2000,213
Gambia,2000,0
Georgia,2000,0
Germany,2000,0
Greece,2000,0
Grenada,2000,0
Guatemala,2000,0
Guinea,2000,4
Guinea-Bissau,2000,0
Haiti,2000,0
Honduras,2000,0
Hungary,2000,0
India,2000,30000
Indonesia,2000,0
Iran,2000,5500
Ireland,2000,1
Israel,2000,413
Italy,2000,0
Jamaica,2000,0
Japan,2000,193000
Jordan,2000,209
Kazakhstan,2000,0
Kenya,2000,0
Kiribati,2000,0
Kyrgyz Republic,2000,0
Lao,2000,0
Latvia,2000,0
Lebanon,2000,0
Lesotho,2000,0
Liberia,2000,0
Lithuania,2000,0
Luxembourg,2000,0
Madagascar,2000,1110000
Malawi,2000,0
Malaysia,2000,500
Maldives,2000,0
Marshall Islands,2000,0
Mauritania,2000,0
Mauritius,2000,0
Mexico,2000,30300
"Micronesia, Fed. Sts.",2000,0
Moldova,2000,2600000
Mongolia,2000,1070000
Morocco,2000,0
Mozambique,2000,1440
Myanmar,2000,0
Nepal,2000,0
Netherlands,2000,0
New Zealand,2000,0
Nicaragua,2000,2510
Niger,2000,0
Nigeria,2000,1000
North Korea,2000,627000
North Macedonia,2000,0
Norway,2000,0
Oman,2000,0
Pakistan,2000,0
Panama,2000,0
Papua New Guinea,2000,0
Paraguay,2000,0
Peru,2000,0
Philippines,2000,6190000
Poland,2000,0
Portugal,2000,74
Romania,2000,314
Russia,2000,9
Samoa,2000,0
Saudi Arabia,2000,0
Senegal,2000,0
Seychelles,2000,0
Sierra Leone,2000,0
Slovak Republic,2000,0
Slovenia,2000,0
Solomon Islands,2000,0
Somalia,2000,0
South Africa,2000,301
South Korea,2000,744
Spain,2000,16
Sri Lanka,2000,375000
St. Kitts and Nevis,2000,0
St. Lucia,2000,0
St. Vincent and the Grenadines,2000,0
Sudan,2000,0
Sweden,2000,0
Switzerland,2000,0
Syria,2000,0
Tajikistan,2000,0
Tanzania,2000,0
Thailand,2000,41200
Timor-Leste,2000,0
Tonga,2000,0
Trinidad and Tobago,2000,0
Turkey,2000,0
Tuvalu,2000,0
Uganda,2000,10000
Ukraine,2000,48100
United Kingdom,2000,20100
United States,2000,23500
Uruguay,2000,100
Vanuatu,2000,0
Venezuela,2000,0
Vietnam,2000,14600
Yemen,2000,0
Zimbabwe,2000,0
Afghanistan,2001,0
Albania,2001,0
Algeria,2001,0
Antigua and Barbuda,2001,0
Argentina,2001,2670
Australia,2001,209
Austria,2001,0
Bahamas,2001,0
Bangladesh,2001,29000
Barbados,2001,0
Belarus,2001,0
Belgium,2001,0
Belize,2001,20000
Bhutan,2001,0
Bolivia,2001,0
Bosnia and Herzegovina,2001,0
Brazil,2001,3410
Bulgaria,2001,2
Burundi,2001,0
Cambodia,2001,0
Canada,2001,41
Cape Verde,2001,0
Central African Republic,2001,3000
Chad,2001,0
Chile,2001,2400
China,2001,21200000
Colombia,2001,7710
Comoros,2001,0
"Congo, Dem. Rep.",2001,0
Costa Rica,2001,0
Croatia,2001,0
Cuba,2001,5900000
Cyprus,2001,0
Czech Republic,2001,0
Denmark,2001,0
Djibouti,2001,0
Dominica,2001,178
Dominican Republic,2001,3
Egypt,2001,0
El Salvador,2001,0
Eritrea,2001,0
Estonia,2001,0
Eswatini,2001,0
Fiji,2001,1
Finland,2001,0
France,2001,434
Gambia,2001,0
Georgia,2001,900
Germany,2001,6
Greece,2001,0
Grenada,2001,0
Guatemala,2001,6450
Guinea,2001,0
Guinea-Bissau,2001,0
Haiti,2001,0
Honduras,2001,86300
Hungary,2001,0
India,2001,27100
Indonesia,2001,0
Iran,2001,0
Ireland,2001,0
Israel,2001,0
Italy,2001,0
Jamaica,2001,201
Japan,2001,9910
Jordan,2001,0
Kazakhstan,2001,0
Kenya,2001,0
Kiribati,2001,0
Kyrgyz Republic,2001,0
Lao,2001,0
Latvia,2001,0
Lebanon,2001,0
Lesotho,2001,2000
Liberia,2001,0
Lithuania,2001,0
Luxembourg,2001,0
Madagascar,2001,0
Malawi,2001,0
Malaysia,2001,0
Maldives,2001,0
Marshall Islands,2001,0
Mauritania,2001,0
Mauritius,2001,0
Mexico,2001,6410
"Micronesia, Fed. Sts.",2001,0
Moldova,2001,0
Mongolia,2001,175000
Morocco,2001,0
Mozambique,2001,0
Myanmar,2001,0
Nepal,2001,0
Netherlands,2001,0
New Zealand,2001,0
Nicaragua,2001,24900
Niger,2001,0
Nigeria,2001,0
North Korea,2001,0
North Macedonia,2001,0
Norway,2001,0
Oman,2001,0
Pakistan,2001,504
Panama,2001,0
Papua New Guinea,2001,0
Paraguay,2001,0
Peru,2001,0
Philippines,2001,3450000
Poland,2001,0
Portugal,2001,0
Romania,2001,0
Russia,2001,12400
Samoa,2001,0
Saudi Arabia,2001,0
Senegal,2001,0
Seychelles,2001,0
Sierra Leone,2001,0
Slovak Republic,2001,0
Slovenia,2001,0
Solomon Islands,2001,0
Somalia,2001,0
South Africa,2001,654
South Korea,2001,311
Spain,2001,10
Sri Lanka,2001,0
St. Kitts and Nevis,2001,0
St. Lucia,2001,0
St. Vincent and the Grenadines,2001,0
Sudan,2001,0
Sweden,2001,0
Switzerland,2001,0
Syria,2001,199
Tajikistan,2001,830
Tanzania,2001,0
Thailand,2001,150
Timor-Leste,2001,0
Tonga,2001,16500
Trinidad and Tobago,2001,0
Turkey,2001,0
Tuvalu,2001,0
Uganda,2001,0
Ukraine,2001,0
United Kingdom,2001,0
United States,2001,181000
Uruguay,2001,0
Vanuatu,2001,802
Venezuela,2001,0
Vietnam,2001,201000
Yemen,2001,30
Zimbabwe,2001,0
Afghanistan,2002,0
Albania,2002,125000
Algeria,2002,0
Antigua and Barbuda,2002,0
Argentina,2002,5000
Australia,2002,129
Austria,2002,303
Bahamas,2002,0
Bangladesh,2002,102000
Barbados,2002,2000
Belarus,2002,0
Belgium,2002,5
Belize,2002,0
Bhutan,2002,0
Bolivia,2002,12100
Bosnia and Herzegovina,2002,0
Brazil,2002,0
Bulgaria,2002,0
Burundi,2002,0
Cambodia,2002,0
Canada,2002,0
Cape Verde,2002,0
Central African Republic,2002,0
Chad,2002,0
Chile,2002,0
China,2002,107000000
Colombia,2002,0
Comoros,2002,0
"Congo, Dem. Rep.",2002,0
Costa Rica,2002,0
Croatia,2002,0
Cuba,2002,324000
Cyprus,2002,0
Czech Republic,2002,2
Denmark,2002,1
Djibouti,2002,0
Dominica,2002,0
Dominican Republic,2002,0
Egypt,2002,0
El Salvador,2002,500
Eritrea,2002,0
Estonia,2002,0
Eswatini,2002,0
Fiji,2002,0
Finland,2002,0
France,2002,258
Gambia,2002,0
Georgia,2002,0
Germany,2002,41
Greece,2002,14
Grenada,2002,0
Guatemala,2002,1500
Guinea,2002,0
Guinea-Bissau,2002,0
Haiti,2002,254
Honduras,2002,0
Hungary,2002,0
India,2002,15400
Indonesia,2002,0
Iran,2002,0
Ireland,2002,0
Israel,2002,0
Italy,2002,0
Jamaica,2002,1500
Japan,2002,101000
Jordan,2002,30
Kazakhstan,2002,0
Kenya,2002,0
Kiribati,2002,0
Kyrgyz Republic,2002,0
Lao,2002,0
Latvia,2002,0
Lebanon,2002,500
Lesotho,2002,0
Liberia,2002,0
Lithuania,2002,0
Luxembourg,2002,0
Madagascar,2002,528000
Malawi,2002,0
Malaysia,2002,157
Maldives,2002,0
Marshall Islands,2002,0
Mauritania,2002,0
Mauritius,2002,1050
Mexico,2002,510000
"Micronesia, Fed. Sts.",2002,1670
Moldova,2002,0
Mongolia,2002,665000
Morocco,2002,0
Mozambique,2002,4020
Myanmar,2002,0
Nepal,2002,0
Netherlands,2002,4
New Zealand,2002,0
Nicaragua,2002,302
Niger,2002,1260
Nigeria,2002,0
North Korea,2002,7400
North Macedonia,2002,0
Norway,2002,0
Oman,2002,90
Pakistan,2002,26
Panama,2002,0
Papua New Guinea,2002,0
Paraguay,2002,12500
Peru,2002,86700
Philippines,2002,3260000
Poland,2002,9
Portugal,2002,0
Romania,2002,0
Russia,2002,8
Samoa,2002,0
Saudi Arabia,2002,0
Senegal,2002,0
Seychelles,2002,6800
Sierra Leone,2002,0
Slovak Republic,2002,0
Slovenia,2002,0
Solomon Islands,2002,1110
Somalia,2002,0
South Africa,2002,101000
South Korea,2002,88800
Spain,2002,0
Sri Lanka,2002,0
St. Kitts and Nevis,2002,0
St. Lucia,2002,0
St. Vincent and the Grenadines,2002,4
Sudan,2002,33
Sweden,2002,1
Switzerland,2002,3
Syria,2002,0
Tajikistan,2002,0
Tanzania,2002,0
Thailand,2002,30200
Timor-Leste,2002,0
Tonga,2002,0
Trinidad and Tobago,2002,0
Turkey,2002,14
Tuvalu,2002,0
Uganda,2002,100
Ukraine,2002,0
United Kingdom,2002,14
United States,2002,19200
Uruguay,2002,1500
Vanuatu,2002,0
Venezuela,2002,0
Vietnam,2002,1800
Yemen,2002,0
Zimbabwe,2002,0
Afghanistan,2003,0
Albania,2003,0
Algeria,2003,13
Antigua and Barbuda,2003,0
Argentina,2003,912
Australia,2003,2070
Austria,2003,0
Bahamas,2003,0
Bangladesh,2003,480
Barbados,2003,0
Belarus,2003,0
Belgium,2003,0
Belize,2003,0
Bhutan,2003,0
Bolivia,2003,0
Bosnia and Herzegovina,2003,0
Brazil,2003,0
Bulgaria,2003,0
Burundi,2003,0
Cambodia,2003,0
Canada,2003,202
Cape Verde,2003,0
Central African Republic,2003,0
Chad,2003,0
Chile,2003,0
China,2003,9480000
Colombia,2003,0
Comoros,2003,300
"Congo, Dem. Rep.",2003,22600
Costa Rica,2003,0
Croatia,2003,0
Cuba,2003,0
Cyprus,2003,30
Czech Republic,2003,0
Denmark,2003,0
Djibouti,2003,0
Dominica,2003,0
Dominican Republic,2003,10000
Egypt,2003,0
El Salvador,2003,0
Eritrea,2003,0
Estonia,2003,0
Eswatini,2003,0
Fiji,2003,30000
Finland,2003,0
France,2003,76
Gambia,2003,8020
Georgia,2003,0
Germany,2003,15
Greece,2003,0
Grenada,2003,0
Guatemala,2003,0
Guinea,2003,0
Guinea-Bissau,2003,0
Haiti,2003,181
Honduras,2003,0
Hungary,2003,7
India,2003,532000
Indonesia,2003,0
Iran,2003,0
Ireland,2003,0
Israel,2003,0
Italy,2003,0
Jamaica,2003,0
Japan,2003,2420
Jordan,2003,0
Kazakhstan,2003,0
Kenya,2003,0
Kiribati,2003,0
Kyrgyz Republic,2003,0
Lao,2003,0
Latvia,2003,0
Lebanon,2003,0
Lesotho,2003,0
Liberia,2003,0
Lithuania,2003,0
Luxembourg,2003,0
Madagascar,2003,163000
Malawi,2003,0
Malaysia,2003,0
Maldives,2003,0
Marshall Islands,2003,0
Mauritania,2003,0
Mauritius,2003,0
Mexico,2003,9000
"Micronesia, Fed. Sts.",2003,1000
Moldova,2003,0
Mongolia,2003,0
Morocco,2003,0
Mozambique,2003,23000
Myanmar,2003,0
Nepal,2003,0
Netherlands,2003,0
New Zealand,2003,2
Nicaragua,2003,0
Niger,2003,0
Nigeria,2003,0
North Korea,2003,0
North Macedonia,2003,0
Norway,2003,0
Oman,2003,30
Pakistan,2003,2610
Panama,2003,0
Papua New Guinea,2003,0
Paraguay,2003,0
Peru,2003,0
Philippines,2003,466000
Poland,2003,0
Portugal,2003,0
Romania,2003,0
Russia,2003,0
Samoa,2003,0
Saudi Arabia,2003,0
Senegal,2003,0
Seychelles,2003,0
Sierra Leone,2003,0
Slovak Republic,2003,0
Slovenia,2003,0
Solomon Islands,2003,425
Somalia,2003,0
South Africa,2003,600
South Korea,2003,80100
Spain,2003,0
Sri Lanka,2003,0
St. Kitts and Nevis,2003,0
St. Lucia,2003,0
St. Vincent and the Grenadines,2003,0
Sudan,2003,0
Sweden,2003,0
Switzerland,2003,7
Syria,2003,0
Tajikistan,2003,0
Tanzania,2003,0
Thailand,2003,5000
Timor-Leste,2003,0
Tonga,2003,0
Trinidad and Tobago,2003,0
Turkey,2003,0
Tuvalu,2003,0
Uganda,2003,0
Ukraine,2003,0
United Kingdom,2003,0
United States,2003,244000
Uruguay,2003,0
Vanuatu,2003,0
Venezuela,2003,0
Vietnam,2003,5020
Yemen,2003,0
Zimbabwe,2003,8
Afghanistan,2004,0
Albania,2004,0
Algeria,2004,0
Antigua and Barbuda,2004,0
Argentina,2004,0
Australia,2004,648
Austria,2004,0
Bahamas,2004,9010
Bangladesh,2004,18400
Barbados,2004,881
Belarus,2004,0
Belgium,2004,0
Belize,2004,0
Bhutan,2004,0
Bolivia,2004,0
Bosnia and Herzegovina,2004,0
Brazil,2004,150000
Bulgaria,2004,0
